target,features_1,features_2,features_3,features_4,features_5
0,-1.74767254568647,0.606697878275618,-1.56579214856072,1.16139703217433,1.44314669980882
0,0.871606822452561,1.35548560064518,0.614246276779557,1.16826928414675,0.679346052485339
0,-1.16601620737818,-0.396086008527982,-0.652114138460389,1.19308794606545,1.5021018681808
0,0.316693118243606,1.81401487882925,0.639049966740844,-0.278529915322632,0.544241445729557
0,-0.41899632581993,1.16556603147574,0.791962034086415,0.15931119778643,0.751158525880694
1,0.391155010978334,0.372490383142314,0.761681951565803,-0.156659194049121,0.088744439358606
0,-0.502503947123843,1.12482358460102,-0.148202447528985,0.936034185369965,1.05498037934664
0,0.625677435707024,1.51661506595714,1.16867138278227,2.0972284333127,1.10024827205922
0,0.524067734162678,0.348345599091642,0.486873868925929,1.25936458616723,3.25605040218683
0,1.71482707235767,1.47972609828027,1.44432130519306,2.00488482799799,-0.0474584613250323
0,-0.186692685603779,0.849619520417994,0.74396285537772,0.956530304370142,-0.965920949996534
0,-2.08065459953994,0.184702991627245,1.04007419648854,1.76116103858772,-0.119890647645111
0,-0.415317235454055,2.22930696983162,0.491288838327109,0.802885215556309,-0.322396915004755
0,1.03824969517196,0.342261448505566,-0.0621077896598249,0.0840578417761764,0.0534549140271597
0,-1.11944634659626,0.315964220973746,0.703811884384595,-0.398891876616854,0.184587359305075
0,0.549652262089458,0.00197643120370294,-1.68132267663836,0.416545100561534,0.27643844219559
0,-0.179269963895407,-0.15507664497991,-0.133983637606885,1.54029727503984,1.29312170666942
0,1.21081789848729,0.794301492441531,-0.768346510158662,0.423457622957205,0.859135405353973
0,-2.00052460147285,0.0764417783954412,-0.308315893511033,0.355486612728275,1.16634313120726
0,0.271721678816115,2.50977111576539,1.4064722278406,1.313445685942,2.41257933734108
0,-1.16896582106051,0.547362329454908,0.802717771554055,0.279325344734656,1.61009154860203
1,2.39655209145176,-0.608130045616171,-1.16756171300209,-1.00856458699369,-1.44500814984352
0,1.10206053505526,2.41223423464921,0.122852879470059,0.184170501155092,-1.59457121059348
0,1.66636418967248,2.50209870970366,1.01085263617733,1.33654664392315,1.62517948542862
0,-1.13847131910716,0.306890207518051,-0.256563364874946,0.216397765642456,-1.17906774700909
0,-0.773239560036134,-0.455220105412756,0.385106733653056,1.36975239322408,0.836966252404139
0,-0.330637106212695,0.559634736966537,0.627237935353857,1.02319448458362,0.736199350454022
0,1.04183021614625,1.09277799087187,0.208161404505856,2.91842626178901,3.18189450886947
0,-0.204219475535586,1.10523905841587,0.30371030056467,1.11274488460585,0.659968361405883
