target,features_1,features_2,features_3,features_4,features_5,features_6,features_7,features_8,features_9,features_10,features_11,features_12,features_13,features_14,features_15,features_16,features_17,features_18,features_19,features_20
1,-0.283224009874857,-2.08790904467627,-0.864360794014895,0.183749122645516,-0.0407898789618488,2.14820897939783,1.17231986137535,0.220957857751164,0.625901335250057,0.114087781743752,0.756610218038556,1.16044806154272,1.89142344493454,0.398488749614046,0.114898594579868,1.44298332853081,0.650543212176853,0.467157902520562,0.562558306627385,1.71118193729312
1,1.14288885461185,1.95798057908723,0.720849856257911,1.10372509914464,2.40315834772136,1.70815652091515,2.61797265687069,1.56983075366078,0.658588081921501,0.164255639193289,-0.367661420815726,-1.43356986710813,-1.21697761232716,-0.706472885956829,-1.47710116443939,-2.32233043112106,-0.6563643927526,-0.562001627676474,0.338523660760496,0.237444342570315
1,0.783810069286811,-0.00324170283601981,1.4761697248753,0.0651084380218986,-1.5192273563071,-0.549842043755841,0.00397823538921923,0.891406815399957,1.40683049016753,-0.0245982803775958,0.176584311007089,1.91933986101918,1.28036963264069,-0.0511725963758376,1.23554680209068,0.686161784468926,0.643208245591123,-0.305241263324901,-0.80030637182737,-0.698771525518519
0,0.475925016007422,0.780010769322714,-1.53743606391161,-0.166915276670682,-0.732899644026973,-1.09968149669708,-0.162145363620483,0.575649463172564,1.43099845201017,0.504314907461403,0.411850164732664,0.27098075244841,0.556635625713292,0.299736843257322,0.519514548859648,0.287095971514946,-0.639626459784032,-0.96872745335181,-0.130826786040141,0.703509592306027
1,0.126482321602392,1.29200485721984,-0.103907316699172,0.325394785196947,1.06791759350139,1.39756609243263,0.671699878651936,3.0891841987301,0.924762147276797,0.851966064989005,-0.022291855772472,-0.833241754236996,-1.69277453159506,-1.07234945326083,-0.637033162909597,-0.994257558668531,-0.521431092095043,-0.745797249746604,-0.189919787760982,0.666350776227234
0,0.554544895030277,-1.22312164851262,-0.539530490649853,-0.251222833221722,-0.751104604786341,-0.368274594004116,-1.59873694419488,-0.461260257004532,0.0407300418473304,-0.820965831997691,0.123596854670758,1.21639235594444,2.22173376863421,1.44947949032672,0.696846248248516,-0.554574854527291,0.0770002538582753,-0.23166192498306,0.816501533156977,-0.308172231320653
0,2.27313582259998,0.736777173751982,0.339422573157122,0.13710690636704,-0.201334473891102,-1.80151232452648,0.418500916245621,0.748438496850375,2.11131371781915,0.922068447823759,0.598622604954918,0.451587883617317,0.581565810574922,0.0242803883713701,1.09547640306699,0.73303787246316,-0.0606908120114307,0.0555467759790242,0.522117287592803,0.759117349446312
1,1.58120922890913,3.09887115317394,-0.52635372427607,0.776045239636163,0.396232660356338,-1.13109167847038,-2.11863801789297,-0.777361114867406,-0.718930378677509,-1.09900981708817,-1.39858783736983,0.161194653514279,1.74864955402743,1.30893156892301,-0.543386157059549,-0.84164961957582,0.229299097773438,0.738183056070786,1.02822336613631,-0.142532210245728
1,0.119626663771639,0.0409039875014973,0.658831056624636,0.609098866522069,1.92013158570862,3.10343854775307,0.826437664321572,1.07721500725003,1.17476943553588,0.862056946171972,-0.320463549055151,-0.594905164513574,0.0524653741597347,-0.266544641442266,-0.887704339658299,-0.595275565028522,-1.61217765894609,-0.174177208046603,0.80984051029162,1.66621036595088
0,-0.147764162719386,0.255395600393185,0.0243866997073371,-2.33380048305863,-1.33115657220543,-0.624153031574269,-0.53441709008262,-1.0231076389911,-1.21912248435597,-2.06836532623365,-0.920599872854782,-1.92669068395956,-0.242581458616019,0.649932666349211,0.250580205850036,-2.21781414436029,-0.057027185854381,0.157009421797786,0.969111203614216,0.812889607331721
0,0.776234843728045,0.189684402558423,-0.901085844597246,-0.643075681317562,-0.556790268520738,-1.6983246359607,0.563619430623721,0.632649154683653,-0.534508325627132,-1.49074402597939,0.500173066549189,-0.953027134814973,-0.575879163245527,2.04062991826844,1.48713765650555,-1.34345705309043,-0.0847671166396231,-0.812166077416903,-0.51253002924001,-0.749295796361949
1,-0.186817555321489,0.971759739633292,-0.0363531553726473,-0.0388703122907277,-0.740201968265247,-1.3433850948093,-2.21916987216053,1.34234083917956,1.45422101648152,2.06467196111505,1.71050747425086,0.0035038939103475,0.227957270537873,0.416604028321902,1.22471679253145,0.366029122138492,0.351004191513156,0.973933576342282,0.336918039134285,0.0235400830287203
0,0.767377679226368,0.932573824106773,-0.565320872360102,0.861713315517171,0.25166110896389,-0.0527316395493757,1.08685551471909,0.542502596737124,1.18687716699512,0.754918910073362,1.90022031925399,0.88610612143774,0.75057875714753,1.66304973745867,0.667116053518325,1.12289829820078,0.0675391308982487,0.241890030329967,-0.320677963053176,0.744290246461416
1,0.730471806648505,-0.146598445570578,1.73971387149557,1.75180664702225,0.92393619026993,0.795171989084287,-0.18739115067278,0.0293118194690636,0.572028275587493,-1.36308829299822,0.527718415012393,0.141339011397191,-1.66907881230687,-1.75969182781207,-1.99708744433157,-1.99818145259485,-0.727478020226476,0.484840285492338,0.884348711633684,2.11100758307602
1,0.760187130653305,-0.21481373251511,0.00812211100066849,-1.02184673620505,-0.969386672985441,-0.784487993159862,-1.57870661969516,-1.17764406690422,-1.23311028939576,-1.72655279754492,-0.0415820046685325,-0.690280778658487,0.00477714217643495,1.0665541543804,-1.70789166065797,-0.0546961975710456,-1.23655757153186,0.539529516710347,2.77120819522676,0.75795270461203
0,1.01630607740919,0.582450236713637,0.21569354181137,1.0848660406795,1.13911907773373,0.39460512349694,0.337084882726809,-0.0415115054332113,1.30253858256912,0.692395427781568,1.43872751889021,0.842463549602588,0.0927687709072307,-0.99900725043295,-0.714675828753787,0.53531985532086,1.28616634637614,1.17745248076388,0.601331630413772,1.13406694305772
0,1.57524450108765,0.172874506205944,-0.607736918045585,0.309045786022014,0.531550744546281,0.0313104888658931,0.0994794319076695,-1.32772396586353,0.330699071016889,0.766981242282894,1.54488602789633,0.679018516455398,-0.326568127549624,0.227687446432789,1.10301119562962,0.0667178769577791,1.00467504122931,1.73772374754223,0.757280355059667,1.75230794024712
0,2.74677229695159,2.85865248526275,0.792357144998537,0.102446263798318,-0.43550632733742,-1.0385622595145,-0.448298705291229,-0.195977535211855,0.265622936268313,0.435830563775487,0.0726607863013853,-0.230616840787349,0.147152023718753,-0.327900771619412,-0.559749179190214,-0.409820733509277,-1.03377812359024,-0.347113149924873,0.770080505332404,1.05078315880901
