target,features_1,features_2,features_3
10.0419453779417,2.34977121653418,0.82924105049798,0.867153423255756
2.27208326646064,0.3878067006412,0.0916469890022124,-1.41817115350583
-4.8905574751842,-1.44865202515957,-0.432003031680033,0.62145846232007
10.9905307274433,0.497642711222388,-0.573981051574506,-0.703225113264857
15.3335450013002,0.918174357424637,-1.04919378736768,0.130326424805578
7.89628733241298,0.900002977956423,1.38627007176107,2.1873562757342
15.3514131955894,0.774781830327135,0.287925409851673,0.326750175433275
-21.4150595216412,0.00630641913645991,0.0445105169785607,-1.46599157187097
1.41719228129737,0.153857802618698,0.374327063630855,1.26994524845443
10.8316649203799,2.05817750424876,0.609003928851994,0.417180783349876
-6.4362355497297,-0.763109101321318,-0.562438192351827,-0.881759440539753
-0.123650945934172,0.366482363156367,0.07381151954983,0.963378544035022
-20.8451494752698,0.154016309983674,-0.0684939063346947,-0.764865899831388
20.5786306582161,0.812811281011544,-0.426494297297637,0.8477420860936
-7.26579717302336,-0.504105600029739,0.257894042117065,0.0268699081648629
11.835716247666,-0.128493196030165,-0.787809462529745,-1.1473039797341
-7.75918251887139,0.654556905935178,0.796212385238526,1.527526748631
5.40243918858551,-1.14771165856086,-1.10893124248742,-0.0333490965402338
-10.5105100691498,-0.713034048792802,0.705954074712233,1.15862391417298
-2.2261213526057,1.18261075406417,1.78528298128652,0.342983475516556
-8.92515421673803,-0.461548190289415,-0.137273069473553,-0.432933007712895
12.3929833311099,1.71947197879757,1.16792213040435,0.405849153126687
-3.61396188982713,1.18392754535785,0.283776506288067,-0.52783268513625
4.97358894493347,1.0758293004202,0.647615153205465,2.59050304089822
-22.0200294800161,-0.361515314215787,-0.768261795152354,1.42310370392242
-10.1017684966988,-0.508715569560051,-0.62852756832855,-0.198993370678757
3.75638892406158,-0.214515097940078,1.3134712091638,0.111817213606424
-8.44952951985863,-0.391387568736329,0.00979640451481396,0.652179866152539
-2.40589551143991,-0.400473736461832,-0.251385705337465,0.645271242463969
1.82575378237386,-0.68466494231265,-0.154699441518544,0.727696220587794
8.65583167909772,-0.426049272481149,-1.15179973489567,-0.682663978233398
0.556950320223079,-0.565188592129498,0.15885003415013,1.16583139470595
11.3883004879521,0.169045278705786,1.921344271065,-1.69701857287181
7.89419607403335,-0.67646119310633,-0.22536072160938,-1.40530545701295
17.2139173577303,1.70425328362807,0.173655283559299,-0.905738396180432
-0.994564536094371,0.668846174343511,0.00395949080761012,1.37828832796381
9.91221318539799,1.85227055031579,0.169973006814186,-1.18817568881252
-10.5766028785981,2.14431587391311,-0.758409810873775,1.45746875923788
-6.08376704162733,0.961688794356782,1.79700243084756,0.791055015292766
13.7832591047404,1.49017444384974,1.11543666571425,0.783593918361802
-5.33819815536938,0.145514869864369,1.220510852823,0.925728321035739
20.8592727431949,1.15698795349408,0.552966090845649,-0.479241618483382
9.9191191182972,-0.181823069819421,-0.727127444932692,-0.218581493796857
-7.30643494286231,0.827829401728188,0.295369518565916,0.378824666264619
-6.62471476114359,-0.244972117452343,-0.696587354287664,-1.25713797527324
-3.28867488799914,0.171580404633852,0.789296562371403,0.155957292030374
-6.4688076036801,0.554488740590474,0.178944084775164,1.00375840750195
-9.41573783894014,-0.0287056476997907,0.557901723175797,1.05169195888909
14.3777264535798,-0.163941775432118,-1.33852185916083,-0.403382459103317
5.42611846091983,1.19508718592604,-0.578517944046872,-0.0967802694724936
-6.88737568641126,-0.70114173338344,0.172838615666861,-1.36069986556625
8.87908102148107,-0.941566138017946,0.0391855650401397,0.44805648826102
22.1660067028874,2.86290994930356,1.09384030678117,0.272355821448414
-10.3172092725852,0.416569978498963,0.360430137093575,-1.10667855602975
-1.68410234878857,2.17848027735618,0.760450644244654,-0.287075038026475
-0.841934197054109,0.487682734844173,1.88234067368779,1.20182229652827
-1.12562867400915,0.458974525183907,-1.20698544695321,1.24194614136348
-1.40703296439267,-1.5464137287666,1.06438307209581,0.720384255164401
4.56644090552544,0.00315259498332937,0.339948514720904,0.441832512448538
-11.8765049962226,-0.132379728000366,0.379036881481452,-0.732688169731105
-3.51156539655268,-0.70497762187849,-1.19814373406057,0.684684680946357
2.75544299388282,0.711209793488656,0.45541540504822,-0.0559399373228359
8.45434884053077,-0.953328165030746,0.0782993807098692,0.438487067543843
22.3827014760565,1.82116592113032,2.27351048242794,-0.320315125148844
15.675758960437,-0.184351297519772,-0.151428740175118,-1.82756637164838
-0.0553179912026964,-1.19703179729151,-2.03524113071079,0.526942531172739
-16.455705805205,0.351090170908721,0.0648865462985317,-2.48615170849667
-6.14523940981715,-0.242082824895848,0.0703882715613132,-0.654869918671924
-2.96716428230142,0.598643857966883,-0.236165025174473,0.564088344060025
-4.00539465294565,0.0638937348551938,0.326575364932327,1.52776598180774
12.1195056938785,0.518177172968601,1.05493442937843,1.43978785729929
25.5574229776389,-0.332632176756556,0.346653935795003,-0.636244517528482
2.68312130541615,0.369681370009768,-0.33321192803625,-0.296845111184371
-10.695545312815,-1.02852975215237,-1.70188104737203,-1.19053974942701
1.27031994731448,-0.426509517519996,-0.352684641863122,0.244340635293026
6.03642222419891,0.580316400742253,0.345428864231887,0.0253508136687501
3.60942151750412,0.684593657601335,1.02524071749997,-0.713169441572678
9.2199609569681,-0.534207256143193,-1.11610030253847,-0.416461963613593
-4.11177556111137,-1.70509221294705,-1.56251834836442,-0.631009117781632
11.8452855537569,0.775741229769635,0.465163043709769,-0.391908551224014
26.6541080407633,0.445049191815736,1.72309092862826,0.350365296100497
14.1608583360409,-0.335064848854192,-1.21721670772906,-0.441989346033409
6.53520888957834,-0.831085337399329,0.900385499687029,0.662416384936966
-14.0834750158618,0.0220914000431467,-0.387156349011212,-0.804404483826663
-11.0561450127906,-1.94326394122474,-1.01847896352686,0.100993078844793
-19.2082301288882,-0.0270068467949349,0.664929402814455,0.0727650870934576
7.03985805256577,-0.117334047219842,1.04865160911364,2.01868980461176
-5.92863799715716,0.259813613253826,0.0617979097409439,0.246201449684183
-14.2343040415228,0.290637786838687,0.115929774894979,-0.853076856149605
6.94443830618954,-0.339452788862888,0.32430674977049,-1.89367993929966
-23.9766131581282,-1.42181673830707,0.0495227778526455,-0.387340631463158
25.3367958246836,-0.246469120853907,0.60170799811674,-0.54510630227873
-16.5651845355439,-0.729275771061978,-2.22844822322411,-1.63986606996444
16.7331697317122,0.857966921153005,0.359395199349847,0.507359859289118
4.56076369750702,-0.039699312466249,0.406569076767128,0.176068617217924
15.5149581059611,0.17859578509903,-0.670630665178828,-0.149017228780714
-7.85212235071908,-0.845107326482033,-1.60091412672645,1.13856827774978
-1.74938571837406,0.415736567483036,-2.29313048215532,-0.451702357852769
-13.2065667249232,0.260945190752645,0.881377272552407,0.200725809356679
-19.2747874006829,0.052835576756209,-0.455254647433368,-0.103527357541103
